id,new_id,title,tags
78373,1441,"Dancer, Texas Pop. 81",smalltown texas BreckinMeyer PeterFacinelli EddieMills EthanEmbry AshleyJohnson PatriciaWettig MichaelO'Neill EddieJones AlexandraHolden ShawnWeatherly Comedy Drama Family 1998
4415,1442,Les Misérables,falselyaccused prisoner blackmail frenchrevolution motherlylove LiamNeeson GeoffreyRush UmaThurman ClaireDanes HansMatheson PeterVaughan JonKenny GillianHanna SylvieKoblížková MimiNewman IanCregg ShaneHervey LennieJames JulianRhind-Tutt KellyHunter Crime Drama History Romance 1998
39467,1443,Still Breathing,dream LouRawls BrendanFraser JoannaGoing AnnMagnuson CelesteHolm Comedy Drama Romance 1997
55561,1444,Clockwatchers,independentfilm womandirector ToniCollette ParkerPosey LisaKudrow AlannaUbach HelenFitzGerald StanleyDeSantis JamieKennedy DavidJamesElliott DebraJoRupp KevinCooney BobBalaban PaulDooley ScottMosenson JoshuaMalina Comedy Drama 1997
8656,1445,Deep Impact,usapresident nasa metereologist spacemission comet naturaldisaster tsunami astronomer astronaut womandirector disastermovie RobertDuvall TéaLeoni ElijahWood VanessaRedgrave MorganFreeman MaximilianSchell LeeleeSobieski JamesCromwell JonFavreau LauraInnes MaryMcCormack RichardSchiff BlairUnderwood CharlesMartinSmith UnaDamon DougrayScott DerekdeLint SuzyNakamura AlimiBallard W.EarlBrown DeniseCrosby JasonDohring TuckerSmallwood MikeO'Malley KurtwoodSmith RonEldard Action Drama Romance 1998
58680,1446,Woo,"blinddate love manhattan,newyorkcity womandirector JadaPinkettSmith TommyDavidson DuaneMartin MichaelRalph DarrelHeath DaveChappelle PaulaJaiParker LLCoolJ DartanyanEdmonds FoxyBrown OrlandoJones BillyDeeWilliams Comedy Romance 1998"
35796,1447,Lawn Dogs,sex infidelity lawnmower nudity suspicion fascination friendship party wealth poverty hypocrisy voyeurism discrimination MischaBarton SamRockwell ChristopherMcDonald KathleenQuinlan MilesMeehan BruceMcGill DavidBarryGray EricMabius AngieHarmon JoséOrlandoAraque BethGrant TomAldredge Drama 1997
18937,1448,Quest for Camelot, JessalynGilsig CaryElwes GaryOldman DonRickles JaneSeymour PierceBrosnan BronsonPinchot JaleelWhite GabrielByrne JohnGielgud FrankWelker SarahFreeman EricIdle Fantasy Animation Drama Romance Family 1998
929,1449,Godzilla,secret atomicbomb intelligence missile destroy boataccident flowerpot atomicbombtest u.s.army egg godzilla pregnancy kaiju animalhorror MatthewBroderick JeanReno MariaPitillo HankAzaria KevinDunn MichaelLerner HarryShearer ArabellaField VickiLewis DougSavant MalcolmDanare LorryGoldman ChristianAubert PhilippeBergeron FrankBruynbroek FrancoisGiroday NicholasJ.Giangiulio RobertLesser RalphManza GregCallahan ChrisEllis NancyCartwright RichardGant JackMoore SteveGiannelli BrianFarabaugh StephenXavierLee BodhiElfman RichGrosso LloydKino ToshiToda ClydeKusatsu MasayaKato LolaPashalinski RobFukuzaki DaleHarimoto GlennMorshower GaryW.Cruz DerekWebster StuartFratkin FrankCilberg JasonEdwardJones RogerMcIntyre DavidPressman RobertFaltisco ChristopherDariusMaleki ScottLusby AliAfshar TerencePaulWinter KirkGeiger PatMastroianni EricSaiet BurtBulos RobertFloyd SethPeterson JamisonYang NathanAnderson MarkMunafo DwightSchmidt DwayneSwingler LawtonPaseka GregCollins JamesBlack ThomasGiuseppeGiantonelli PaulWare MontaeRussell ChristopherCarruthers DanielPearce MarkFite CraigCastaldo BenjaminBaird BillHoag EricPaskel LeeWeaver LeonardTermo AlSapienza StoneyWestmoreland EdWheeler ScienceFiction Action Thriller 1998
9452,1450,Bulworth,missionofmurder politics electioncampaign liberal swearing politicalsatire hiphopculture WarrenBeatty HalleBerry SeanAstin ChristineBaranski AdilahBarnes J.KennethCampbell DonCheadle KevinCooney NoraDunn JoshuaMalina LaurieMetcalf DebraMonk WendellPierce OliverPlatt SarahSilverman PaulSorvino JackWarden IsaiahWashington JermaineWilliams KimberlyDeaunaAdams VinnyArgiro KirkBaltz ErnieLeeBanks AmiriBaraka GrahamBeckel ThomasJeffersonByrd ScottMichaelCampbell JannCarl FlorenceStanley JamesPickensJr. HelenMartin LarryKing DeborahMoore DeborahLacey MarionJackson BrianHooks JimHaynie RandeeHeller RobinGammell MyraJ. Comedy Drama 1998
1878,1451,Fear and Loathing in Las Vegas,gonzojournalist sweatyface fakeidentity weddingchapel grapefruit cadillacconvertible gibberish corvettestingray policeconvention JohnnyDepp BeniciodelToro TobeyMaguire ChristinaRicci EllenBarkin GaryBusey CameronDiaz MarkHarmon KatherineHelmond MichaelJeter PennJillette CraigBierko LyleLovett LaraineNewman HarryDeanStanton TimThomerson Flea ChristopherMeloni TroyEvans DebbieReynolds JenetteGoldstein VerneTroyer GregoryItzin BuckHolland RichardRiehle MaryGillis ElennBarkin HunterS.Thompson Adventure Drama Comedy 1998
9844,1452,The Opposite of Sex,gay louisiana dyinganddeath stepfather independentfilm teacher death ChristinaRicci MartinDonovan LisaKudrow LyleLovett JohnnyGalecki WilliamLeeScott IvanSergei MeganBlake LeslieGrossman HeatherFairfield Comedy Drama 1998
40505,1453,I Got the Hook Up, MasterP AnthonyJohnson IceCube TomListerJr. Action Comedy 1998
14342,1454,Almost Heroes,fight bravery slapstick nativeamerican bear interraciallove drinkingcontest bipolardisorder mauling ChrisFarley MatthewPerry BokeemWoodbine BarryDelSherman EugeneLevy LisaBarbuscia ChristianClemenson PatrickCranshaw JonathanJoss GregoryCruz DonLake BrentHinkley JohnFarley KevinDunn TimDeKay KeithSellon-Wright DavidBarrera HarryShearer GeorgeAguilar HamiltonCamp LewisArquette RobertTittor FranklinCover DavidPacker StevenM.Porter ScottWilliamson Action Adventure Comedy Western 1998
9715,1455,Hope Floats,texas telegram despair leavingone'sfamily funeral costume loss highschool judgment dog pond SandraBullock HarryConnickJr. GenaRowlands MaeWhitman MichaelParé KathyNajimy CameronFinley BillCobbs ConnieRay MonaLeeFultz SydneyBerry RachelSnow ChristinaStojanovich AlissaAlban DeeHennigan Drama Romance 1998
26610,1456,Insomnia,ruralsetting nordicnoir StellanSkarsgård MariaMathiesen SverreAnkerOusdal GiskenArmand KristianFigenschow ThorMichaelAamodt FrodeRasmussen BjørnMoan MariaBonnevie MarianneO.Ulrichsen BjørnFloberg GuriJohnson Crime Drama Thriller 1997
40961,1457,The Ugly,psychoanalysis razor gore psychiatrichospital serialkiller psychologist hospital throatslitting killer straightrazor mentalhospital PaoloRotondo RebeccaHobbs PaulGlover ChristopherGraham DarienTakle RoyWard CathMcWhirter CarolynBeaver CaelemPope JenniferWard-Lealand FinnJohnsen PhillipBrown TauLuke TimBarlow SamWallace Horror Thriller 1997
1965,1458,A Perfect Murder,jealousy blackmail artist plannedmurder extramaritalaffair MichaelDouglas GwynethPaltrow ViggoMortensen SaritaChoudhury ConstanceTowers DavidSuchet WillLyman MaeveMcGuire MichaelP.Moran NovellaNelson ChristianChase Crime Thriller Drama 1998
6068,1459,Six Days Seven Nights,overleven familyguy HarrisonFord AnneHeche DavidSchwimmer JacquelineObradors TemueraMorrison AllisonJanney CliffCurtis DannyTrejo KerryRossall DouglasWeston BenBode DerekBasco AmySedaris PriscillaTaylor LongNguyen JohnKoyama JenSung JakeFeagai MichaelChapman E.KalaniFlores PingWu GregGorman HoytRichards OdileCorso CynthiaLangbridge JodyKono MichaelLushing PuaKaholokula RoyDinsonJr. DonNahaku ReriTavaJobe NatalieGoss ChristianMartson JamesEdwardSclafani JasonS.Nichols TajMahal FredLunt CarlosAndrade KesterSmith PatCockett WayneJacintho MichaelBarretto RudyCosta PanchoGraham MervynLilo GordonLilo AfaThompson JavanKaiama NicoleMaldonado Iele AldoParo EricLaufiso WayneAqino ViseVitale LloydChandler ElliotM.Kaplan StephenConteh JohnKirsch JewelMcDonald NikoRusakov TheresaSan-Nicholas SteveStafford Action Adventure Comedy Romance 1998
15037,1460,Can't Hardly Wait,alcohol regret homophobia radio cheerleader loveletter college graduation groupie costume nerd highschool party friends dating break-up rockband popmusic americanfootballplayer infatuation washedupstar unlikelyfriendship socialoutcast womandirector jocks havingfun revengeplot JenniferLoveHewitt EthanEmbry CharlieKorsmo LaurenAmbrose PeterFacinelli SethGreen JaimePressly TamalaJones JenniferLyons JohnnyZander DonaldFaison AlecLedd JennaElfman MelissaJoanHart BreckinMeyer SaraRue LeslieGrossman SelmaBlair CleaDuVall JasonSegel SeanPatrickThomas FreddyRodríguez Comedy Drama Romance 1998
50043,1461,Cousin Bette,courtesan love revenge JessicaLange ElisabethShue BobHoskins HughLaurie KellyMacdonald TobyStephens Comedy Drama Romance 1998
37636,1462,High Art,sex photographer nudity exploitation career magazine photography addiction love lesbian drug intern womandirector RadhaMitchell GabrielMann AllySheedy PatriciaClarkson CharisMichelsen DavidThornton AnhDuong HelenMendes BillSage CindraFeuer AnthonyRuivivar ElaineTse RudolfMartin LauraEkstrand TammyGrimes Drama Romance 1998
21334,1463,Children of Heaven,brothersisterrelationship class footrace MohammadAmirNaji AmirFarrokhHashemian BahareSeddiqi Drama Comedy Family 1997
416437,1464,Dear Jesse,   1998
32284,1465,Dream for an Insomniac,dancing sex jealousy dream insomnia police love friends cafe IoneSkye JenniferAniston MackenzieAstin MichaelLandes SeymourCassel SeanBlackman MichaelSterk Romance Comedy Drama 1996
51955,1466,Hav Plenty, ChristopherScottCherot ChenoaMaxwell TammiKatherineJones RobinneLee ReginaldJames KimHarris BettyVaughn MargieSt.Juste ChuckBaron HillHarper Action Comedy Romance ScienceFiction Thriller 1997
37410,1467,Henry Fool,alcohol politics murder fame money drug ThomasJayRyan JamesUrbaniak ParkerPosey MariaPorter JamesSaito KevinCorrigan LiamAiken DianaRuppe VeanneCox ChristyCarlsonRomano ChuckMontgomery KarenDiConcetto RachelMiner FayAnnLee VivianBang ToyConnor MihoNikaido PaulBoocock Comedy Drama 1997
10674,1468,Mulan,homeland musical training daughter cricket princess dragon luck Ming-NaWen LeaSalonga EddieMurphy BDWong DonnyOsmond MiguelFerrer JuneForay MarniNixon HarveyFierstein GeddeWatanabe MatthewWilder JerryTondo JamesHong Soon-TekOh PatMorita GeorgeTakei MiriamMargolyes FredaFohShen JamesShigeta FrankWelker ChrisSanders MaryKayBergman KellyChen CoCoLee XuQing JackieChan Animation Family Adventure 1998
846,1469,The X Files,bomb helicopter secret obsession extraterrestrialtechnology fbi spacemarine mutation secretsociety secretorganization secretlab x-files government DavidDuchovny GillianAnderson MitchPileggi WilliamB.Davis JohnNeville MartinLandau JeffreyDeMunn DeanHaglund BruceHarwood TomBraidwood BlytheDanner TerryO'Quinn ArminMueller-Stahl LucasBlack ChristopherFennell CodyNewton BlakeStokes DonS.Williams GeorgeMurdock MichaelShamusWiles DarrellDavis CarrickO'Quinn TomWoodruffJr. GregBallora TedKing LuisBeckford SteveRankin GaryGrubbs StevenM.Gagnon LarryJoshua GlendonRich GuntherJenson ScottAlanSmith IanRuskin PaulWelterlen JoelTraywick MiltonJohns MichaelKrawic LarryRippenkroeger JoshMcLaglen RandyHall T.C.Badalato AmineZary DavidParis VanessaMorley JasonBeghe Mystery ScienceFiction Thriller 1998
12655,1470,I Went Down,malenudity hostage gangsterboss releasefromprison dublin irish hoodlum BrendanGleeson PeterMcDonald TonyDoyle PeterCaffrey AntoineByrne DavidWilmot MichaelMcElhatton Action Comedy Crime 1997
3050,1471,Doctor Dolittle,talkingtoanimals womandirector EddieMurphy OssieDavis OliverPlatt PeterBoyle RichardSchiff KristenWilson KylaPratt JeffreyTambor StevenGilborn Raven-Symoné BethGrant CrystaltheMonkey AlbertBrooks PaulGiamatti EllenDeGeneres ChrisRock Comedy Family Fantasy 1998
1389,1472,Out of Sight,journalist bedroom purse trunk elmoreleonard GeorgeClooney JenniferLopez VingRhames DonCheadle AlbertBrooks SteveZahn IsaiahWashington DennisFarina LuisGuzmán KeithLoneker CatherineKeener NancyAllen MichaelKeaton ViolaDavis SamuelL.Jackson PaulCalderon Romance Comedy Crime 1998
11020,1473,Picnic at Hanging Rock,trip australia orphanage girls'boardingschool hangingrock basedontruestory suspense thriller RachelRoberts DominicGuard HelenMorse JackiWeaver ViveanGray Anne-LouiseLambert KirstyChild TonyLlewellyn-Jones KarenRobson JaneVallis ChristineSchuler MargaretNelson IngridMason JennyLovell JanetMurray WynRoberts JohnJarratt OlgaDickie Thriller Drama Mystery 1975
20862,1474,Smoke Signals, AdamBeach EvanAdams IreneBedard GaryFarmer TantooCardinal CodyLightning SimonBaker MoniqueMojica JohnTrudell ElaineMiles MichaelGreyeyes Drama Comedy 1998
9464,1475,Buffalo '66,prison gambling compulsivegambling VincentGallo ChristinaRicci BenGazzara MickeyRourke RosannaArquette AnjelicaHuston Jan-MichaelVincent KevinPollak AlexKarras JohnSansone MannyFried JohnRummel BobWahl PennyWolfgang AnthonyMydcarz MichaelMaciejewski JackClaxton DominicTelesco CarlMarchi KimKrah JuliusDigennaro TerryBraunstein JackHunter NormaGelose JamieKing JanelKing Romance Comedy Crime Drama 1998
95,1476,Armageddon,savingtheworld paris moon cataclysm asteroid selfsacrifice nasa spacemarine lossoffather daughter space wedding astronaut eiffeltowerparis duringcreditsstinger disastermovie spacecentre BruceWillis BillyBobThornton BenAffleck LivTyler WillPatton SteveBuscemi WilliamFichtner MichaelClarkeDuncan PeterStormare OwenWilson KenHudsonCampbell JessicaSteen ChrisEllis KeithDavid JasonIsaacs MarshallR.Teague J.PatrickMcCormack IanQuinn CharltonHeston EddieGriffin SageAllen GraceZabriskie GraysonMcCouch ClarkHeathcliffeBrolly GregCollins JohnMahon K.C.Leomiti StanleyAnderson JamesHarper HarryHumphries EllenCleghorne UdoKier AnthonyGuidera DyllanChristopher JudithHoag DeborahNishimura AlbertWong JimIshida JohnAylward MarkCurry SeikoMatsuda StevenFord ChristianClemenson ShawneeSmith BodhiElfman DinaMorrone PatrickLander BrianMulligan PatrickRichwood FrankVanKeeken GoogyGress FrederickWeller JeffAustin MattMalloy H.RichardGreene BrianBrophy PeterMurnik BrianHayesCurrie AndyMilder MichaelKaplan DukeValenti MichaelTaliferro BillyDevlin MicheleEdison MichaelBay MaryAnnSchmidt JudiBeecher Action Thriller ScienceFiction Adventure 1998
944,1477,Lethal Weapon 4,lapd houseonfire revolver MelGibson DannyGlover JoePesci ReneRusso JetLi DarleneLove TraciWolfe KimChan SteveKahan DamonHines EbonieSmith MichaelChow DannyArroyo ElizabethSung ChrisRock BobJennings JeanneChinn ConanLee MaryEllenTrainor JessicaJann EddyKo Action Adventure Comedy Crime Thriller 1998
35680,1478,Madeline,children womandirector HattyJones FrancesMcDormand NigelHawthorne BenDaniels ArturoVenegas Comedy Drama Family 1998
11551,1479,Small Soldiers,defenseindustry toyshop technicaltoy soldier prototype killertoys toycomestolife GregorySmith KirstenDunst DenisLeary PhilHartman DavidCross JayMohr KevinDunn AnnMagnuson WendySchaal JacobSmith TommyLeeJones FrankLangella ErnestBorgnine JimBrown BruceDern GeorgeKennedy ClintWalker ChristopherGuest MichaelMcKean HarryShearer SarahMichelleGellar ChristinaRicci DickMiller Comedy Adventure Fantasy ScienceFiction Action 1998
473,1480,Pi,hacker mathematician helix headache chaostheory migraine mathematics insanity genius SeanGullette MarkMargolis BenShenkman SamiaShoaib PamelaHart AjayNaidu JoanneGordon StephenPearlman KristynMae-AnneLao LaurenFox ClintMansell EspherLaoNieves StanleyB.Herman Mystery Drama Thriller 1998
102304,1481,Whatever,sex newjersey teenager drug womandirector LizaWeil ChadMorgan FredericForrest KathrynRossetter MarcRiffon Drama 1998
544,1482,There's Something About Mary,surgeon stalker romanticcomedy dreamgirl taboo screwballcomedy frisbee troubadour grossoutcomedy intellectualdisability CameronDiaz BenStiller MattDillon LeeEvans ChrisElliott LinShaye JeffreyTambor MarkiePost KeithDavid W.EarlBrown SarahSilverman BrettFavre KhandiAlexander RichardTyson RobMoran WillieGarson RichardJenkins HarlandWilliams SteveTyler Romance Comedy 1998
10513,1483,Plan 9 from Outer Space,california stewardess fog tombstone flashlight plan resurrection alien zombie alieninvasion wooden washingtonmonument ghoul odor gravedigger siren GregoryWalcott MonaMcKinnon DukeMoore TomKeene CarlAnthony PaulMarco TorJohnson DudleyManlove JoannaLee JohnBreckinridge LyleTalbot ConradBrooks MailaNurmi BelaLugosi Criswell EdwardD.WoodJr. DavidDeMering NormaMcCarty LynnLemon BenFrommer GloriaDea DonaldA.Davis JohnnyDuncan ScienceFiction Horror 1959
28966,1484,Wings,paris worldwari friendship battlefield aerialcombat warfare silentfilm u.s.military fighterpilots ClaraBow Charles'Buddy'Rogers RichardArlen GaryCooper ElBrendel JobynaRalston RoscoeKarns RichardTucker JuliaSwayneGordon HenryB.Walthall NigelDeBrulier Action Drama Romance War 1927
65203,1485,The Broadway Melody,musical singer pre-code wisecrackhumor earlysoundfilm partiallylostfilm CharlesKing AnitaPage BessieLove NacioHerbBrown MaryDoran ArthurFreed JamesGleason EddieKane CarlaLaemmle JedProuty KennethThomson DorothyCoonanWellman RayCooke Drama Music Romance 1929
143,1486,All Quiet on the Western Front,germany disillusion worldwari army bootcamp battlefield steelhelmet combat warfare trenches youngsoldier battlefieldtrauma LewAyres ArnoldLucy JohnWray LouisWolheim BenAlexander ScottKolk OwenDavisJr. WalterRogers WilliamBakewell RussellGleason RichardAlexander HaroldGoodwin SlimSummerville G.PatCollins BerylMercer EdmundBreese RaymondGriffith Yolad'Avril JoanMarsh FredZinnemann ZasuPitts Drama War 1930
42861,1487,Cimarron,newspaper oklahoma frontier newspapereditor landrush RichardDix IreneDunne EstelleTaylor NanceO'Neil WilliamCollierJr. RoscoeAtes GeorgeE.Stone StanleyFields RobertMcWade EdnaMayOliver JudithBarrett EugeneJackson MaxBarwyn HeinieConklin EdithFellows OttoHoffman WilliamJanney BobKortman FrankLackteen EthanLaidlaw DennisO'Keefe HelenParrish CarlStockdale Drama Western 1931
33680,1488,Grand Hotel,hotel cardgame burglar industrialist stolenmoney baron dyingman murder tragiclove conscience jewelthief merger publichumiliation revolvingdoor dachshund stenographer flirtation primaballerina bookkeeper GretaGarbo JohnBarrymore JoanCrawford WallaceBeery LionelBarrymore LewisStone JeanHersholt RobertMcWade PurnellPratt FerdinandGottschalk RafaelaOttiano MorganWallace TullyMarshall FrankConroy MurrayKinnell EdwinMaxwell BodilRosing LeoWhite MaryCarlisle JohnDavidson AllenJenkins EricMayne PhiloMcCullough GretaMeyer BertMoorhouse SarahPadden Drama Romance 1932
12311,1489,Mutiny on the Bounty,bounty captain boat mutiny island sailing ship tahiti tyrant flogging voyage CharlesLaughton ClarkGable FranchotTone HerbertMundin EddieQuillan DudleyDigges DonaldCrisp HenryStephenson FrancisLister SpringByington Movita MamoClark WallisClark PatFlaherty ByronRussell PercyWaram DavidTorrence JohnHarrington DouglasWalton IanWolfe DeWittJennings IvanF.Simpson VernonDowning MarionClaytonAnderson StanleyFields CraufordKent AlecCraig CharlesIrwin DickWinslow RobertAdair HarryAllen LionelBelmore DerekBlomfield JamesCagney HarryCording RayCorrigan CharlesDunbar EdgarEdwards FredGraham DickHaymes StubbyKruger DavidNiven GilPerkins JackSterling HaroldEntwistle SigFrohlich MaryGordon JonHall SatiniPualoa WinterHall LilyanIrene VivienOakland TinyJones HalLeSueur RobertLivingston DorisLloyd KingMojave JohnPower WilliamStack WillStanton DavidThursby EricWilton Adventure Drama History Romance 1935
43277,1490,The Great Ziegfeld,producer broadway ziegfeld WilliamPowell MyrnaLoy LuiseRainer FrankMorgan FannyBrice VirginiaBruce ReginaldOwen RayBolger ErnestCossart JosephCawthorn NatPendleton DennisMorgan Drama Music Romance 1936
43278,1491,The Life of Emile Zola,biography historicalfigure writer devil'sisland PaulMuni GaleSondergaard JosephSchildkraut GloriaHolden DonaldCrisp ErinO'Brien-Moore JohnLitel HenryO'Neill MorrisCarnovsky LouisCalhern RalphMorgan RobertBarrat VladimirSokoloff GrantMitchell HarryDavenport Drama 1937
34106,1492,You Can't Take It With You,monopoly tycoon house love friends eccentric secretary freespirit richsnob stenographer JeanArthur LionelBarrymore JamesStewart EdwardArnold MischaAuer AnnMiller SpringByington SamuelS.Hinds DonaldMeek H.B.Warner HalliwellHobbes DubTaylor MaryForbes LillianYarbo Eddie'Rochester'Anderson ClarenceWilson JosefSwickard AnnDoran ChristianRub BodilRosing CharlesLane HarryDavenport IrvingBacon WardBond JamesBurke EddyChandler AnneCornwall NellCraig EdgarDearing PatFlaherty RobertGreig KitGuard JohnHamilton EdwardHearn RussellHicks EdwardKeane PertKelton EdwinMaxwell FrankMcLure CharlesMcMurphy JamesMillican EdwardPeilSr. IanWolfe EugeneAndersonJr StanleyAndrews WilliamArnold JohnnyArthur FrankAustin HarryA.Bailey JosephE.Bernard BeatriceBlinn CharlesBrinley BeatriceCurtis BettyFarrington JohnInce StellaLeSaint MargaretMann TinaMarshall EvaMcKenzie FredParker GeorgeC.Pearce EdRandolph FrancesRaymond BertStarkey DorothyVernon BessWade GladysBlake JoeBordeaux RalphBrooks StanleyBrown GloriaBrowne WallisClark ChesterClute NickCopeland DickCurtis SidneyD'Albrook LewDavis LesterDorr JackGardner WilliamLally GeneMorgan VernonDent KayDeslys FlorenceDudley AlmedaFowler AliceKeating GeorgiaO'Dell DagmarOakland RosemaryTheby HomerDickenson OliverEckhardt SterrettFord JesseGraves LouisKing BobKortman RalphMcCullough CliveMorgan CySchindell HarrySemels ErnestShields S.S.Simon VictorTravers RolandDupree EdwardEarle JimFarley EddieFetherston JamesFlavin ByronFoulger DickFrench CarltonGriffin DickRush BruceSidney HarryStafford CarlieTaylor JoeGeil BillyWolfstone ChuckHamilton Oscar'Dutch'Hendrian HarryHollingsworth PaulIrving BoydIrwin EddieKane FrankMills BruceMitchell WedgwoodNowell BlanchePayson LeePhelps HildaPlowright DorisRankin KyRobinson FrankShannon C.L.Sherwood EdwinStanley BertStevens LauraTreadwell JohnTyrrell WalterWalker PierreWatkin PatWest LarryWheat AlexWoloshin Comedy Romance 1938
43266,1493,How Green Was My Valley,wales ruralsetting coalmining WalterPidgeon MaureenO'Hara RoddyMcDowall DonaldCrisp AnnaLee JohnLoder SaraAllgood BarryFitzgerald PatricKnowles MortonLowry ArthurShields AnnTodd FrederickWorlock RichardFraser EvanS.Evans JamesMonks RhysWilliams LionelPape EthelGriffies MartenLamont Drama 1941
27367,1494,Mrs. Miniver,england basedonnovel hostage worldwarii prisonersofwar pilot rose riverpatrol bombing dunkirk GreerGarson WalterPidgeon TeresaWright DameMayWhitty ReginaldOwen HenryTravers RichardNey HenryWilcoxon ChristopherSevern BrendaForbes ClareSandars MarieDeBecker HelmutDantine JohnAbbott ConnieLeon TomConway GibsonGowland PeterLawford Drama Romance War 1942
17661,1495,Going My Way,priest BingCrosby BarryFitzgerald FrankMcHugh JamesBrown GeneLockhart JeanHeather PorterHall FortunioBonanova EilyMalyon RisëStevens AdelineDeWaltReynolds WilliamFrawley GibsonGowland WilliamSmith Carl'Alfalfa'Switzer Carl'Alfalfa'Switzer Drama Comedy Music 1944
28580,1496,The Lost Weekend,desperation weekend delirium addiction alcoholism writer alcoholic bats suicidalthoughts lowselfesteem filmnoir paranoid RayMilland JaneWyman PhillipTerry HowardDaSilva DorisDowling FrankFaylen MaryYoung AnitaSharp-Bolster LillianFontaine FrankOrth LewisL.Russell DouglasSpencer AndyAndrews WalterBaldwin HarryBarris JessLeeBrooks JackRubeClifford DavidClyde JamesConaty WillaPearlCurtis JohnDeauville HelenDickson FranklynFarnum ByronFoulger JayneHazard ErnestHilliard EarleHyman JerryJames JackW.Johnston Karl'Karchy'Kosiczky EddieLaughton PercLaunders AudreyLong BertramMarburgh WilliamMeader JamesMillican FrankMills PatMoriarity WilliamNewell WilliamO'Leary PeterPotter StanleyPrice CraigReynolds LesterSharpe LeeShumway AlStewart AmzieStrickland HarryTenbrook Fred'Snowflake'Toones EmmettVogan MaxWagner MiltonWallace GiselaWerbisek CraneWhitley ErnestWhitman HarryWilson IsabelWithers TedHecht StanJohnson Drama 1945
887,1497,The Best Years of Our Lives,usa posttraumaticstressdisorder warveteran worldwarii rehabilitation bodilydisabledperson FredricMarch MyrnaLoy DanaAndrews TeresaWright VirginiaMayo CathyO'Donnell HoagyCarmichael HaroldRussell GladysGeorge RomanBohnen RayCollins MinnaGombell WalterBaldwin SteveCochran DorothyAdams Drama History Romance 1946
33667,1498,Gentleman's Agreement,antisemitism soldier GregoryPeck DorothyMcGuire JohnGarfield CelesteHolm AnneRevere JuneHavoc AlbertDekker JaneWyatt DeanStockwell NicholasJoy SamJaffe VirginiaGregg RoyRoberts Drama Romance 1947
23383,1499,Hamlet,shakespeare fathermurder LaurenceOlivier JeanSimmons JohnLaurie EsmondKnight AnthonyQuayle NiallMacGinnis HarcourtWilliams PatrickTroughton TonyTarver PeterCushing StanleyHolloway RussellThorndike BasilSydney EileenHerlie NormanWooland FelixAylmer TerenceMorgan AnthonyBushell PatriciaDavidson DoreenLawrence ChristopherLee DesmondLlewelyn VictorLucas PatrickMacnee Drama 1948
25430,1500,All the King's Men,southernusa basedonnovel newspaper oscaraward governor politics politician riseandfall reporter politicalassassination corruptpolitician hick BroderickCrawford JohnIreland JoanneDru JohnDerek MercedesMcCambridge ShepperdStrudwick RalphDumke AnneSeymour KatherineWarren RaymondGreenleaf WalterBurke WillWright GrandonRhodes MarshallBradford ChetBrandenburg WheatonChambers StephenChase TomColeman JamesConaty RoyDarmour EarleS.Dewey KingDonovan RobertFilmer PaulFord DickGordon WilliamE.Green CharlesHaefeli FrankHagney RichardHale BertHanlon JuddHoldren RobertKarnes KennerG.Kemp DonaldKerr NolanLeary RalphLittlefield WilburMack LouisMason PaulMaxey FrankMcLure WalterMerrill HaroldMiller John'Skins'Miller PatO'Malley JeffreySayre CharlesSherlock RaySpiker HeleneStanley LarrySteers HouseleyStevenson CharlesSullivan WilliamTannen PhilTully GlenWalters FrankWilcox HarryWilson BillWolfe AlWyattSr. SamHarris CharlesFerguson Drama 1949
27191,1501,The Greatest Show on Earth,circus travellingcircus BettyHutton CornelWilde CharltonHeston DorothyLamour GloriaGrahame HenryWilcoxon LyleBettger LawrenceTierney JamesStewart EmmettKelly JuliaFaye FrankWilcox LillianAlbertson DorothyAdams JohnRinglingNorth LouJacobs MonaFreeman JohnKellogg JohnRidgely BeverlyWashburn LeeAaker EricAlden ErvilleAlderson OliverBlake WilliamBoyd LaneChandler BingCrosby CecilB.DeMille KathleenFreeman BobHope NoelNeill EdmondO'Brien SydSaylor Action Drama Romance 1952
11426,1502,From Here to Eternity,hawaii harassment pearlharbor bombing militarylife armybase BurtLancaster MontgomeryClift DeborahKerr DonnaReed FrankSinatra PhilipOber MickeyShaughnessy HarryBellaver ErnestBorgnine JackWarden JohnDennis MerleTravis TimRyan ArthurKeegan BarbaraMorrison ClaudeAkins GeorgeReeves War Drama Romance 1953
654,1503,On the Waterfront,murder suspense union dock longshoreman pigeon MarlonBrando KarlMalden LeeJ.Cobb RodSteiger PatHenning EvaMarieSaint LeifErickson JamesWesterfield TonyGalento TamiMauriello JohnF.Hamilton JohnHeldabrand RudyBond DonBlackman ArthurKeegan AbeSimon MartinBalsam MichaelV.Gazzo FredGwynne PatHingle ScottieMacGregor NehemiahPersoff Crime Drama 1954
15919,1504,Marty,butcher marriage love teacher italianamerican crying overbearingmother dancehall oldmaid ErnestBorgnine BetsyBlair EstherMinciotti AugustaCiolli JoeMantell KarenSteele JerryParis JamesBell JohnBeradino CharlesCane PaddyChayefsky JohnDennis WalterKelley DorisKemper JohnMilford SilvioMinciotti RobinMorse KathleenMulqueen GeorgeNardelli JerryOrbach EdwinRochelle GlennStrange FrankSutton HalTaggart MinervaUrecal AlanWells WaclawRekwart Drama Romance 1955
